"x","y"
-3.70186069780767,-3.6852668136323
-9.93291803520249,-10.9043989822485
-18.363228155825,-19.9797193673535
-13.9456528229688,-14.0671515863798
23.7249041618979,24.1643170430072
6.36502876136724,8.56978789365502
1.10709574515472,2.60801084540746
1.65069212983054,1.84123112040067
-15.0846413782805,-16.5784847390044
-10.2042422721636,-10.5155106458255
-11.6137526536887,-11.3562887520391
21.1947853789196,21.0696450293082
-1.28025182377599,-0.692496586614559
4.48234174835717,4.70447547219019
2.68289120432459,2.94848797804116
9.04715811190582,10.2852374140009
-17.1026370310066,-14.7977546708032
-6.62060200433313,-5.23082092844674
-10.8000616767147,-9.57659556750007
14.7491155768571,14.7229486533792
6.32513298895425,5.18037986143332
-0.185396764163511,-0.227393172805096
11.8381397984396,11.7112268084543
10.2181883197888,10.5267366327886
-10.3403098836422,-10.6740624035089
-14.1784761270948,-15.6209683378164
6.12538049832781,5.84670636738445
-9.36716145500264,-11.3566020614586
-11.055987141817,-12.2712520179744
-3.02061928683459,-2.46962929933908
5.17938117460154,4.98543445485443
-22.0075449302265,-21.8922903105094
4.19674898685417,3.22961047580906
3.5131226210194,4.24820131064669
1.19564590349515,0.526863822450848
-0.0883510650556891,-0.163872700288831
2.40854915546132,1.86146000469199
2.55471559523488,3.67830605837568
-5.5783662223985,-4.53297447002989
-10.9871940908982,-9.92217226700313
-2.58148004943653,-3.57777910927755
-7.7238231530977,-7.96867583766314
5.93603962678061,4.20463029393286
-5.80905103610602,-5.03288625122716
7.62818073843055,9.64535128312581
4.07717711701841,2.36046090184633
-7.36371378121583,-8.68065100648361
-3.68993765897759,-2.68662211977804
14.8957125005477,14.4539257550591
8.69636927858173,8.63939815225798
1.8379541631312,3.57266981720992
-28.9660806373175,-29.970061370904
5.51827268916352,5.70071303402653
2.23833336008349,3.13941766719315
-10.419076042022,-10.409552895074
5.80112511909891,6.03329178789891
7.29964698416297,7.77810402503845
0.534249926915822,1.59147278126441
-5.57472308403187,-5.20708577747479
-13.459179048399,-14.1255977205536
8.73854851975333,7.04576641129564
-14.7765231851205,-15.6077164770626
3.24294525204036,3.51835237890501
-3.06380641542753,-2.78870100324941
4.06595823693283,4.34249147496308
-8.98433134517196,-8.39900438060815
-14.570811143658,-13.7477226918251
12.1908159095161,13.8598878972284
-9.2894857227908,-10.733974349542
-2.06713313306508,-1.02270585627886
11.0750127239647,10.4367230414065
20.0932389843521,18.429336581654
10.0502603837972,10.2487447366659
11.4470814569632,12.65900006833
1.35478283891814,1.97184950814693
-5.83557442471075,-6.89431072889938
-11.4035253155813,-10.509226383067
1.81247381862267,2.50267523327525
-6.76027802491469,-6.70842122302154
-15.7491894798299,-15.3669506625072
2.41978491817353,2.35383799467256
9.91649643725784,10.5165435388109
-10.2354652460755,-9.8987372154295
-2.89348885881546,-3.94008025968582
15.8119411021195,14.2170113282159
1.5827122625207,1.45904041034892
-0.194829737003224,0.993837727611554
10.7532655151233,11.3134338037955
12.2435980009267,12.60124905933
-4.42225355466548,-6.44425435089713
1.51527769084298,1.07072998581122
-1.33954035052062,-1.61675385365235
-1.03816282548348,-1.77971948178231
-8.02213571216941,-5.65902617411268
-8.63213300261806,-8.85881447641201
1.27163199976053,2.05445207006516
-9.09111380434289,-9.3236190379802
-17.2486857018091,-18.4115274001451
-7.59940878030382,-8.96867058955923
-7.78280157070115,-8.6089301984346
