"id","beta1_est","beta1_se","beta1_lowerCI","beta1_upperCI","pval","significant"
1,0.712111248585077,0.102514857399732,0.508673850471731,0.915548646698423,4.14543129702233e-10,TRUE
2,0.774200705675102,0.090872424825525,0.593867336096579,0.954534075253625,1.95049708430064e-13,TRUE
3,0.474714371161798,0.118283686269135,0.239984245361407,0.709444496962188,0.000117172056740996,TRUE
4,0.381514959751806,0.0930114109812282,0.196936841761646,0.566093077741966,8.4753934462759e-05,TRUE
5,0.532944414187156,0.084723170472369,0.364814039741965,0.701074788632346,8.87435851820038e-09,TRUE
6,0.464604611675155,0.113448007313334,0.239470733383003,0.689738489967307,8.68080403763981e-05,TRUE
7,0.498651576904436,0.10198091684354,0.296273766447495,0.701029387361377,3.95399519697317e-06,TRUE
8,0.44001947649933,0.0916604317907352,0.258122332744422,0.621916620254239,5.67805470845505e-06,TRUE
9,0.806203575706033,0.0812656283389994,0.644934581097106,0.967472570314959,1.7997648375141e-16,TRUE
10,0.381548305455846,0.0983597703342261,0.186356542394646,0.576740068517047,0.000189949441759266,TRUE
11,0.579636215410748,0.12147856415286,0.338565958428977,0.820706472392518,6.38340189469176e-06,TRUE
12,0.505216216215649,0.120772820789385,0.265546483969929,0.744885948461369,6.26723285419743e-05,TRUE
13,0.360641960881908,0.0936956917975852,0.174705909881943,0.546578011881873,0.000211328629784852,TRUE
14,0.361548142887282,0.104192705459878,0.154781109904966,0.568315175869598,0.000775309794213367,TRUE
15,0.56889970444055,0.101229364767031,0.36801332461981,0.76978608426129,1.79617746827014e-07,TRUE
16,0.498330798256572,0.0966143979958498,0.306602669796879,0.690058926716266,1.30229119716872e-06,TRUE
17,0.518611419078125,0.101620075576283,0.316949686372299,0.720273151783951,1.63597593804023e-06,TRUE
18,0.789650540016977,0.0916891319469699,0.607696441736081,0.971604638297873,1.23184364035331e-13,TRUE
19,0.432459116466507,0.100213428453646,0.233588829195533,0.631329403737482,3.80947184440789e-05,TRUE
20,0.438598564958373,0.100220619915707,0.239714006464989,0.637483123451757,3.01872487680371e-05,TRUE
21,0.386824338261011,0.106790182357792,0.174902696910948,0.598745979611074,0.000464795405889922,TRUE
22,0.440819082774822,0.110622434325241,0.221292462117879,0.660345703431765,0.000129918989944206,TRUE
23,0.47371758711087,0.13158911115889,0.212583278648355,0.734851895573385,0.000501421495661066,TRUE
24,0.623945890990323,0.10817263835593,0.409280810704663,0.838610971275983,9.35803895374561e-08,TRUE
25,0.564817740070425,0.0998127697599545,0.366742546937447,0.762892933203403,1.51491231774495e-07,TRUE
26,0.489602696222174,0.0922075695746209,0.306619775342012,0.672585617102335,6.85298511639388e-07,TRUE
27,0.751567582407279,0.102546060172406,0.548068263407072,0.955066901407487,6.6484927917833e-11,TRUE
28,0.408308525065974,0.101859910006599,0.206170848738715,0.610446201393233,0.000119245314814771,TRUE
29,0.474785004240238,0.0955391061023107,0.28519075754737,0.664379250933107,2.84998986162089e-06,TRUE
30,0.58135895366822,0.0943964441266703,0.394032282477514,0.768685624858925,1.61994696055789e-08,TRUE
31,0.684665440036311,0.103928354362397,0.47842300320351,0.890907876869113,2.24106737833642e-09,TRUE
32,0.453734343759109,0.091901976024507,0.271357863333456,0.636110824184762,3.25560072410253e-06,TRUE
33,0.349048523133354,0.0969856020384667,0.156583752332105,0.541513293934603,0.000503130787673034,TRUE
34,0.427088609387514,0.0909458710175679,0.246609488231224,0.607567730543803,8.63776254918362e-06,TRUE
35,0.60567041845131,0.0946805765749793,0.417779895664165,0.793560941238454,5.4344918092535e-09,TRUE
36,0.442680732448245,0.102113396131122,0.2400400211567,0.645321443739789,3.53282194400707e-05,TRUE
37,0.468162476465796,0.109474108994411,0.250914670055073,0.685410282876519,4.41502117935259e-05,TRUE
38,0.478318999900563,0.0974509238058247,0.284930813196118,0.671707186605008,3.66392681436604e-06,TRUE
39,0.293714093048534,0.113576256096666,0.0683257092197798,0.519102476877287,0.0111791593521816,TRUE
40,0.467778255889915,0.0947619428143447,0.279726264448854,0.655830247330976,3.26635543476628e-06,TRUE
41,0.370827227169489,0.105350519762287,0.161762549385678,0.5798919049533,0.000656587192226125,TRUE
42,0.554424331748776,0.0978604491251868,0.36022345537626,0.748625208121292,1.47109099417375e-07,TRUE
43,0.536625817465491,0.100790311248177,0.336610725063704,0.736640909867278,6.44532852043183e-07,TRUE
44,0.555019873840662,0.103400715564613,0.349824519029799,0.760215228651525,5.35260603698286e-07,TRUE
45,0.419773048662178,0.0973572470159479,0.226570760498486,0.612975336825869,3.86346625306926e-05,TRUE
46,0.494358607028541,0.0956892910121196,0.304466323269998,0.684250890787083,1.25740101025085e-06,TRUE
47,0.554002863425421,0.108303397530534,0.339078295813382,0.768927431037461,1.55696871196853e-06,TRUE
48,0.346253366367853,0.0942412616994618,0.159234649653454,0.533272083082251,0.00038923637000524,TRUE
49,0.551850998176406,0.0972841287657056,0.358793810800651,0.744908185552161,1.42585222765751e-07,TRUE
50,0.509126635612817,0.111367840456409,0.288120780748181,0.730132490477453,1.41449203208012e-05,TRUE
51,0.602275902937872,0.116924975937308,0.370242093571096,0.834309712304648,1.34096316413387e-06,TRUE
52,0.402103593752065,0.084895409226352,0.23363141710519,0.570575770398939,7.34901005621003e-06,TRUE
53,0.345292218408466,0.105437092204536,0.136055740430555,0.554528696386377,0.00146181148139521,TRUE
54,0.445424441845577,0.101241039959475,0.244514892985407,0.646333990705748,2.76029481166294e-05,TRUE
55,0.552228801869906,0.100536184545041,0.352718015639814,0.751739588099998,3.12266340667749e-07,TRUE
56,0.496687829760451,0.0942037369394632,0.309743579711008,0.683632079809894,8.03061932923279e-07,TRUE
57,0.315387364386864,0.10023253823673,0.116479154373297,0.514295574400432,0.00218840233291607,TRUE
58,0.521041037942264,0.0864378859672803,0.349507866403681,0.692574209480847,2.92948626971309e-08,TRUE
59,0.354972573474615,0.0894598985440378,0.177442316330341,0.532502830618889,0.000138129002220865,TRUE
60,0.501302674424685,0.100263057138955,0.302333900642904,0.700271448206466,2.51488399691311e-06,TRUE
61,0.556147445438816,0.107201219037902,0.343410115174465,0.768884775703168,1.14826072953606e-06,TRUE
62,0.548494040304382,0.102928428404036,0.344235923992867,0.752752156615898,6.31722020155151e-07,TRUE
63,0.443546926043692,0.0937798365568909,0.257443892507418,0.629649959579967,7.55200626097319e-06,TRUE
64,0.39885003965854,0.0961178155986844,0.208107362804503,0.589592716512577,7.1020321781563e-05,TRUE
65,0.485306055211557,0.0776012568550719,0.331308886553713,0.6393032238694,1.04936947168052e-08,TRUE
66,0.344638332986748,0.0899143791808733,0.16620617380997,0.523070492163526,0.000223728252939241,TRUE
67,0.462189580373294,0.101112089527758,0.26153592944811,0.662843231298479,1.41736033050379e-05,TRUE
68,0.475826344160837,0.0957559813553656,0.285801715586593,0.665850972735081,2.85445654646227e-06,TRUE
69,0.465956856965067,0.104843526229707,0.257898291346308,0.674015422583827,2.32354132719521e-05,TRUE
70,0.510430874970003,0.122474927924203,0.26738336651115,0.753478383428856,6.64136115791934e-05,TRUE
71,0.277192613239945,0.113295694985947,0.0523609938044149,0.502024232675476,0.0162014538438108,TRUE
72,0.521384817471686,0.107435637390193,0.308182291616473,0.734587343326899,4.59067424838316e-06,TRUE
73,0.583988529917155,0.0922665742756043,0.400888516128229,0.767088543706081,7.42108120476286e-09,TRUE
74,0.40285964352965,0.112939040764117,0.178735792789852,0.626983494269448,0.000560497218532793,TRUE
75,0.454426144265366,0.0852968793600933,0.285157263204124,0.623695025326607,6.35249691064382e-07,TRUE
76,0.56083953598798,0.116378786466674,0.329889621849673,0.791789450126287,5.26766392600353e-06,TRUE
77,0.574462650732811,0.0966231595592038,0.382717135235791,0.766208166229831,4.24621837284067e-08,TRUE
78,0.482807495879549,0.098958888057826,0.286426803194446,0.679188188564653,4.13182374940699e-06,TRUE
79,0.349861984098409,0.102882237484552,0.145695532163303,0.554028436033514,0.00097415526656591,TRUE
80,0.587759239626035,0.0958602367141624,0.397527719685301,0.777990759566769,1.83379461299286e-08,TRUE
81,0.478373406012982,0.0942478724050812,0.29134157056843,0.665405241457533,1.83651104197222e-06,TRUE
82,0.453005069632416,0.0940041402516162,0.266456912714033,0.639553226550799,5.269727210533e-06,TRUE
83,0.441127500975517,0.0725258138492913,0.297202383779858,0.585052618171176,2.29074900717226e-08,TRUE
84,0.562615077492344,0.105626383479807,0.353002957139236,0.772227197845453,6.38288277548078e-07,TRUE
85,0.526243286802849,0.106048617154578,0.315793257463959,0.736693316141738,2.93632321798017e-06,TRUE
86,0.457673137699861,0.110698084753974,0.237996391229179,0.677349884170543,7.51297508310831e-05,TRUE
87,0.467201006623144,0.104654653735396,0.259517252322396,0.674884760923891,2.15111875773214e-05,TRUE
88,0.512878359556602,0.120390895275506,0.273966546063222,0.751790173049983,4.69636556277729e-05,TRUE
89,0.438733244360469,0.107520133393422,0.225363038936813,0.652103449784125,9.16764522590867e-05,TRUE
90,0.606439976911987,0.097786578013393,0.412385695356654,0.800494258467321,1.3318998983973e-08,TRUE
91,0.500647076862272,0.0892955409503177,0.323442982013638,0.677851171710907,1.90354917984269e-07,TRUE
92,0.482075562219777,0.1150311935409,0.253799902384595,0.710351222054958,6.09124814854456e-05,TRUE
93,0.431913741073158,0.105297832767816,0.22295361891515,0.640873863231165,8.4747297887183e-05,TRUE
94,0.6754915146058,0.123598390166443,0.430214531890853,0.920768497320747,3.51879415338531e-07,TRUE
95,0.370834309908271,0.0999709175903044,0.172445277552963,0.56922334226358,0.00034460936577235,TRUE
96,0.540763731946393,0.0858446951271058,0.370407728324449,0.711119735568337,8.51905050607534e-09,TRUE
97,0.442318634843083,0.112865046184819,0.218341623937713,0.666295645748453,0.000164722771966267,TRUE
98,0.382341406426589,0.109138378898518,0.165759845464664,0.598922967388513,0.000694152567563968,TRUE
99,0.522520648256446,0.0937854633265439,0.336406448578921,0.708634847933971,2.21945971454704e-07,TRUE
100,0.355060268528059,0.103666614898146,0.149337245143625,0.560783291912493,0.000899276095830504,TRUE
