"id","beta1_est","beta1_se","beta1_lowerCI","beta1_upperCI","pval","significant"
1,5.1162200904669,0.109877453508532,4.89817185999495,5.33426832093885,1.19106212389602e-68,TRUE
2,5.05449312842745,0.110784817234754,4.83464426417141,5.27434199268349,8.03042608237399e-68,TRUE
3,5.01432196214329,0.0884331271525467,4.83882929940865,5.18981462487793,9.77671223487816e-77,TRUE
4,4.92176751987568,0.0909426907237682,4.74129470990893,5.10224032984243,8.190221805869e-75,TRUE
5,4.95466572775046,0.0985380075355511,4.75912025876405,5.15021119673688,8.62710747200792e-72,TRUE
6,5.03808943418402,0.089763321650614,4.8599570437598,5.21622182460824,2.57940214954312e-76,TRUE
7,4.7723288781086,0.0952032276964428,4.58340117118085,4.96125658503635,1.15227016223111e-71,TRUE
8,5.00425998889407,0.110627101450356,4.78472410647923,5.22379587130891,1.7899748242655e-67,TRUE
9,4.94940052861036,0.10921786727785,4.73266122554663,5.16613983167408,1.51288409517693e-67,TRUE
10,4.96102261570193,0.119231761664551,4.72441106513492,5.19763416626895,4.32203150468716e-64,TRUE
11,4.76893374865179,0.124952301233577,4.52096997348782,5.01689752381577,1.25660241636637e-60,TRUE
12,5.05305634927759,0.0906063604148101,4.87325097586293,5.23286172269224,4.73111057290548e-76,TRUE
13,4.9305604823049,0.0978061398903746,4.73646738084135,5.12465358376845,6.76376989924064e-72,TRUE
14,4.84191690570782,0.112543795204263,4.61857740691809,5.06525640449755,1.93277833375949e-65,TRUE
15,5.05609618241019,0.0919035874046743,4.87371650425303,5.23847586056734,1.72441238770897e-75,TRUE
16,5.05849698480439,0.116549334788843,4.82720862307132,5.28978534653746,8.524788146764e-66,TRUE
17,4.85490997047237,0.0784962007969403,4.69913681468828,5.01068312625646,2.46475671967652e-80,TRUE
18,5.02908186336843,0.100921301147023,4.82880682577551,5.22935690096134,2.01496774544782e-71,TRUE
19,5.01478411449385,0.101895354222496,4.81257610027369,5.21699212871401,6.51765583898376e-71,TRUE
20,4.92579545541733,0.117786333078981,4.69205231083619,5.15953859999846,2.69936587475423e-64,TRUE
21,4.96115819717852,0.10884191298254,4.74516496317822,5.17715143117881,8.77346346371881e-68,TRUE
22,5.02504276701474,0.106801032252854,4.81309959440104,5.23698593962844,4.4813221379194e-69,TRUE
23,4.86917940814216,0.129408054478452,4.61237333567841,5.12598548060591,4.64267553598562e-60,TRUE
24,5.0982148289756,0.11999022364756,4.86009813528782,5.33633152266338,6.17889014494379e-65,TRUE
25,4.94548097450773,0.111074231742534,4.72505777658013,5.16590417243532,7.87779541869729e-67,TRUE
26,5.02342791057579,0.100066375884589,4.82484944434221,5.22200637680937,1.00413710559036e-71,TRUE
27,4.92677262411638,0.111896812349785,4.70471704174499,5.14882820648777,2.23532013124333e-66,TRUE
28,5.02462280408873,0.105313399299581,4.81563179065506,5.23361381752241,1.20931976972253e-69,TRUE
29,4.89013923839662,0.107187158254193,4.67742981129992,5.10284866549331,8.06321134989373e-68,TRUE
30,4.9750940591184,0.0984699102482202,4.77968372698244,5.17050439125437,5.48080009280043e-72,TRUE
31,5.21865464789719,0.101383283806618,5.01746282075176,5.41984647504262,9.42123067876797e-73,TRUE
32,4.8534036423417,0.108493304384874,4.63810221075783,5.06870507392556,5.06984484979613e-67,TRUE
33,5.00364708014839,0.0805565729627172,4.84378518285714,5.16350897743964,1.6392239398143e-80,TRUE
34,5.11436439001046,0.0965085836644608,4.92284624664763,5.30588253337329,6.00531312547583e-74,TRUE
35,5.05495471581122,0.0960393016267855,4.86436784737914,5.2455415842433,1.14452840629383e-73,TRUE
36,4.95430689752158,0.0826328219174245,4.79032475175226,5.1182890432909,4.80018270739712e-79,TRUE
37,4.85934434481922,0.110011439873559,4.64103022276652,5.07765846687191,1.6562294649912e-66,TRUE
38,5.03911378938737,0.106158461611062,4.82844577729953,5.24978180147521,1.95521392054609e-69,TRUE
39,5.13990981107686,0.082958042400239,4.97528227584385,5.30453734630987,2.08308238832444e-80,TRUE
40,4.98232171864944,0.105425606483629,4.77310803371086,5.19153540358802,2.95789728383688e-69,TRUE
41,4.78063738557161,0.120763258744409,4.54098662889294,5.02028814225027,4.33889923528921e-62,TRUE
42,5.17198255954376,0.0930547239417406,4.9873184883931,5.35664663069441,6.53583531388197e-76,TRUE
43,4.97100545744175,0.0861622623881115,4.80001925192572,5.14199166295777,1.87720297823663e-77,TRUE
44,5.02941559743944,0.0840739778043125,4.86257352471571,5.19625767016317,5.94612313880668e-79,TRUE
45,5.09843665928298,0.118172466503046,4.86392724548869,5.33294607307727,1.48626682465503e-65,TRUE
46,4.97785941120831,0.121070565057797,4.73759881515216,5.21812000726446,1.30512239145599e-63,TRUE
47,5.30045941340267,0.123250596246532,5.05587261640266,5.54504621040268,2.00508421372664e-65,TRUE
48,4.84824359338442,0.109943693685422,4.63006391143725,5.06642327533159,1.93583376507876e-66,TRUE
49,5.09044147421482,0.091343066259485,4.90917413202786,5.27170881640178,5.06938506491263e-76,TRUE
50,5.06026212399198,0.0900088418027906,4.88164250681634,5.23888174116762,2.20282138758711e-76,TRUE
51,5.00329480697067,0.108403111325689,4.78817236057738,5.21841725336396,2.72094839408262e-68,TRUE
52,5.02593758005432,0.0991621438736089,4.82915353281785,5.22272162729078,4.06592587898463e-72,TRUE
53,4.88000020592524,0.0996912450379486,4.682166174648,5.07783423720248,1.08160750220193e-70,TRUE
54,5.10714093865514,0.0902584316634132,4.92802601852412,5.28625585878617,1.19257880988504e-76,TRUE
55,5.1306303740369,0.0960768515510999,4.9399689890021,5.3212917590717,2.90646898608717e-74,TRUE
56,5.06984434428924,0.0993912468018975,4.87260564974786,5.26708303883063,2.22337951851537e-72,TRUE
57,4.96842702618573,0.0999759616484914,4.77002798406111,5.16682606831035,2.60489066602005e-71,TRUE
58,4.91093415288197,0.0949225286378266,4.72256348410056,5.09930482166339,5.83226005379846e-73,TRUE
59,5.05495563547743,0.101305217470558,4.8539187284352,5.25599254251965,1.77661302854622e-71,TRUE
60,4.88665302944895,0.0963204713626648,4.69550818882682,5.07779787007107,3.7096495964852e-72,TRUE
61,5.06653229912446,0.103988017852181,4.86017146203796,5.27289313621096,1.68165102923436e-70,TRUE
