"id","beta1_est","beta1_se","beta1_lowerCI","beta1_upperCI","pval","significant"
1,1.17488861742259,0.102821687295288,0.970842325367442,1.37893490947774,1.00528573849386e-19,TRUE
2,1.10064671422129,0.0845305232464966,0.932898641926047,1.26839478651654,4.26518960514471e-23,TRUE
3,0.939975494488958,0.11968832789232,0.702457903102109,1.17749308587581,5.20247298241846e-12,TRUE
4,0.962220086733259,0.099127793357012,0.765504206979027,1.15893596648749,5.23873227147984e-16,TRUE
5,1.00568631261888,0.111412390164594,0.784592050308242,1.22678057492952,1.56586733670139e-14,TRUE
6,0.919275957657164,0.092755709454239,0.735205271025382,1.10334664428895,1.89083691097442e-16,TRUE
7,0.946836719132715,0.10925393382674,0.730025843176526,1.1636475950889,9.41445848977707e-14,TRUE
8,0.86158485961428,0.109742526807639,0.643804386788996,1.07936533243957,5.26808421707955e-12,TRUE
9,1.11972681351395,0.115622573357495,0.890277579679478,1.34917604734841,5.86352994344848e-16,TRUE
10,0.979218762971572,0.0987721658872791,0.783208614356954,1.17522891158619,1.86089965100427e-16,TRUE
11,1.05383060127794,0.113126865515827,0.829334018431227,1.27832718412466,3.70482251091164e-15,TRUE
12,1.02118015204115,0.116735645265792,0.789522063230143,1.25283824085216,6.28092036835242e-14,TRUE
13,0.883613670803517,0.106101899325345,0.673057904730835,1.0941694368762,5.038808273615e-13,TRUE
14,1.05331747862395,0.101774590483263,0.85134911611399,1.25528584113392,2.112895438125e-17,TRUE
15,0.855895257121438,0.0926820880830778,0.671970669704681,1.03981984453819,5.54470308301362e-15,TRUE
16,0.939500567603187,0.105105372285845,0.73092237700793,1.14807875819844,2.42867936533428e-14,TRUE
17,0.785633901092403,0.110935012711208,0.565486978801525,1.00578082338328,2.17506165041261e-10,TRUE
18,0.940240803314528,0.100499667868187,0.740802483241199,1.13967912338786,3.03098026487878e-15,TRUE
19,0.967923051158093,0.129637598839987,0.710661455379512,1.22518464693667,3.42582000527236e-11,TRUE
20,0.917346125455768,0.106898354396765,0.705209820214875,1.12948243069666,1.43520226148944e-13,TRUE
21,0.941463626484659,0.124295860816964,0.694802535963277,1.18812471700604,2.02932350991222e-11,TRUE
22,1.09859757625596,0.112835652061969,0.874678897030736,1.32251625548118,4.52270590300209e-16,TRUE
23,1.11129556640197,0.10192862032225,0.909021536689514,1.31356959611443,1.34499564046386e-18,TRUE
24,0.84170765132717,0.0974404663259112,0.64834021715127,1.03507508550307,1.08308773932235e-13,TRUE
25,0.946893682366091,0.10637216674219,0.735801579400666,1.15798578533152,2.91957062882706e-14,TRUE
26,1.05795550054355,0.0828483278894031,0.893545690186585,1.22236531090052,1.42571380796332e-22,TRUE
27,0.887151447219024,0.101381361463006,0.685963434901929,1.08833945953612,6.1929510136939e-14,TRUE
28,1.01621806274108,0.101715431034923,0.814367100230971,1.21806902525119,1.26722188670936e-16,TRUE
29,1.11682682571027,0.0900220726166119,0.938180952415202,1.29547269900533,8.28575556233385e-22,TRUE
30,0.965732454292973,0.0816840018426332,0.803633211082256,1.12783169750369,1.42966179784854e-20,TRUE
31,1.18321487175374,0.104568819590559,0.975701452519904,1.39072829098757,1.74185352291061e-19,TRUE
32,0.847958464083522,0.0848856983649933,0.679505558324969,1.01641136984208,1.27599415073282e-16,TRUE
33,1.01424754723952,0.112614576431765,0.790767585407422,1.23772750907161,1.73300999032755e-14,TRUE
34,1.09857600718023,0.0976375133810975,0.904817539536303,1.29233447482415,2.38560608508742e-19,TRUE
35,0.879109720114357,0.11213081164217,0.656589773762851,1.10162966646586,5.55749100913265e-12,TRUE
36,1.01853284403451,0.107404062605371,0.805392977312156,1.23167271075686,1.60259547008116e-15,TRUE
37,1.15056484442305,0.0964207081584339,0.959221087141976,1.34190860170412,8.33893880594955e-21,TRUE
38,0.978996744832536,0.0956766172351054,0.789129611772004,1.16886387789307,3.79169736719911e-17,TRUE
39,0.9966876418485,0.107033733058691,0.784282682058979,1.20909260163802,3.7715566867158e-15,TRUE
40,1.04979435082571,0.102510159568634,0.846366275405288,1.25322242624614,3.63361791684088e-17,TRUE
41,0.984147694682896,0.0864098584321709,0.812670142875568,1.15562524649022,1.20775415280926e-19,TRUE
42,1.15977920199066,0.0996989675088097,0.961929845721324,1.35762855825999,3.63617218574279e-20,TRUE
43,0.932756921372538,0.0995587955495165,0.735185731794459,1.13032811095062,2.83690778902773e-15,TRUE
44,0.980153055873033,0.0882457584490735,0.80503222023243,1.15527389151364,4.87872862516115e-19,TRUE
45,1.00921144595075,0.0994898755389588,0.811777025890592,1.20664586601092,5.89849883393246e-17,TRUE
46,0.980724786187163,0.109273208166918,0.763875660930183,1.19757391144414,2.02649379525448e-14,TRUE
47,0.963344874358817,0.09479933604126,0.775218677275924,1.15147107144171,5.38931728455964e-17,TRUE
48,0.820786379893295,0.110381878307983,0.601737134823588,1.039835624963,3.97042913828374e-11,TRUE
49,0.959603399599732,0.0969355237941837,0.767238007444442,1.15196879175502,2.00092868486454e-16,TRUE
50,1.03852606805886,0.100635104068732,0.838818979253387,1.23823315686433,2.4515547446152e-17,TRUE
51,1.11097592143837,0.102997590013606,0.906580556163563,1.31537128671318,2.39684415272076e-18,TRUE
52,0.976340350225855,0.0991293586494246,0.779621364199773,1.17305933625194,2.57219738895271e-16,TRUE
53,1.02931537431,0.0832894548344037,0.864030161887376,1.19460058673263,1.04546434339823e-21,TRUE
54,1.00813314254718,0.10201623963877,0.805685235152706,1.21058104994166,2.18180578649308e-16,TRUE
55,1.07099913832394,0.0875464487552754,0.897266060011306,1.24473221663658,1.91898117062647e-21,TRUE
56,0.86062465843612,0.104631633798117,0.652986586451707,1.06826273042053,8.36778123955385e-13,TRUE
57,0.985610730906151,0.094457752717054,0.798162394813147,1.17305906699915,1.3834817533398e-17,TRUE
58,1.00116967883697,0.114493010810437,0.773962025114969,1.22837733255897,6.38888651707417e-14,TRUE
59,1.15947780921263,0.0876710163109137,0.985497530639938,1.33345808778532,1.60178217990175e-23,TRUE
60,0.933045639452656,0.105070331884927,0.724536985392614,1.1415542935127,3.24965680805763e-14,TRUE
61,0.915021790260325,0.10763850604152,0.701416678169013,1.12862690235164,2.14069785369716e-13,TRUE
62,0.920780261519026,0.099034247285707,0.724250020898795,1.11731050213926,4.05096443316288e-15,TRUE
63,0.830286907993284,0.0981388722996332,0.635533509892498,1.02504030609407,2.61720634065082e-13,TRUE
64,0.985599077464005,0.0986428815939609,0.789845489321856,1.18135266560615,1.26220981632983e-16,TRUE
65,1.07044915765308,0.097150756260441,0.877656643673349,1.26324167163281,7.57176752990109e-19,TRUE
66,1.01890388164412,0.105872103896309,0.808804137121549,1.22900362616668,7.93096886990476e-16,TRUE
67,0.813012552913467,0.0946969924344092,0.625089453387546,1.00093565243939,1.40747706546437e-13,TRUE
68,1.01054330471751,0.104571015663213,0.803025527448964,1.21806108198605,6.50033207150426e-16,TRUE
69,0.880302428755433,0.112296973386238,0.657452739830639,1.10315211768023,5.5841909299518e-12,TRUE
